	U_mannWhitney	p	comonLangEffectSize	differenceOfMedian	zScore	rankBiserialCorrelation	p_adj	reject
HOXC13_DBD_2 ,HOXC13	37269.5	8.541791276472183e-101	0.12609556888177353	-0.00014573754999999997	-21.31341703256226	-0.7471745855154261	2.554402343630729e-100	True
PRDM1_full ,PRDM1	38975.0	9.35625966960944e-98	0.13219412259517543	-0.00026354565	-20.983210234694564	-0.7356049711014029	2.771571260620155e-97	True
HOMEZ_DBD ,HOMEZ	39123.5	1.6966949385026425e-97	0.13224160855289935	-0.000161546005	-20.954888501615226	-0.7345975904268309	4.979086081213362e-97	True
HOXC11_MA0651.1 ,HOXC11	39459.0	6.509957710220842e-97	0.13274360296312376	-0.0001349883	-20.89076686107339	-0.7323216563102054	1.8927099268605042e-96	True
HOXC11_full_1 ,HOXC11	39594.0	1.1245887650905693e-96	0.13320150326974736	-0.000135020985	-20.86464203335906	-0.7314058556969582	3.2396410297104475e-96	True
RORA_HUMAN.H11MO.0.C ,RORA	255020.5	2.6900103405052505e-96	0.8649906384826201	0.00023451980000000004	20.822896316738788	0.7299846688193634	7.678756790169534e-96	True
MYC_MA0147.3 ,MYC	254781.0	4.309584496068365e-96	0.8630097956747076	0.00010833243	20.800302394974928	0.7283599706943804	1.2191076862751952e-95	True
PRDM1_MA0508.1 ,PRDM1	40335.5	2.2940576534936617e-95	0.13680704420264292	-0.0004670275	-20.719945320280647	-0.7263757360323447	6.431554492830444e-95	True
FOS_MA0476.1 ,FOS	40745.5	1.1878045004004847e-94	0.1381739614142675	-0.00014918929999999998	-20.640615691804438	-0.7235944156513716	3.300624894918161e-94	True
RUNX1_MA0002.1 ,RUNX1	40819.0	1.591055463828686e-94	0.13832320299568557	-0.00015769249999999997	-20.626482856395086	-0.7230958130952704	4.3823808389667317e-94	True
Myc_MA0147.1 ,MYC	253344.0	9.892965708562173e-94	0.8581764035492362	9.598973500000002e-05	20.537903983255728	0.7186117819444822	2.701209767381324e-93	True
DLX3_DBD ,DLX3	41820.5	8.549556323336232e-93	0.141433533226603	-0.00013210915	-20.43287539341489	-0.7163019292866253	2.2944963124167324e-92	True
Dlx3_MA0880.1 ,DLX3	41820.5	8.549556323336232e-93	0.141433533226603	-0.00013210915	-20.43287539341489	-0.7163019292866253	2.2944963124167324e-92	True
RARG_HUMAN.H11MO.1.B ,RARG	252665.0	3.280243203478806e-92	0.8569756871896453	0.00027085795	20.367119423537396	0.7140056440452609	8.728782761799534e-92	True
FOSL1_HUMAN.H11MO.0.A ,FOSL1	42434.0	9.713566646910633e-92	0.14391976229886305	-0.0001578974	-20.313875594002976	-0.712140124277535	2.563075569016755e-91	True
IRX2_DBD ,IRX2	42585.0	1.750279652132768e-91	0.1440757875885274	-0.00015007795000000003	-20.28493774385568	-0.7111157843323475	4.579898423080743e-91	True
STAT1_M01823 ,STAT1	42849.5	4.977625481883055e-91	0.14532738175996526	-0.00019622249999999997	-20.233472039327378	-0.7093214935012075	1.291714381248991e-90	True
JUN(var.2)_MA0489.1 ,JUN	43098.0	1.3184171934605728e-90	0.14615838602013403	-0.00021319025000000001	-20.185390476787415	-0.707635742002008	3.3933032684149164e-90	True
PRDM1_MA0508.2 ,PRDM1	43247.5	2.3664318052817273e-90	0.146673947846851	-0.0001988547	-20.15646136898336	-0.7066215776191898	6.0411348525078235e-90	True
FOSL2_HUMAN.H11MO.0.A ,FOSL2	43339.5	3.3906407610252637e-90	0.14699278213442596	-0.0001509859	-20.13865484975707	-0.7059974764605323	8.585977410983328e-90	True
NR3C1_MA0113.1 ,NR3C1	43574.5	8.481517784834483e-90	0.1477830841451171	-0.0001755029	-20.093187101272413	-0.7044033050226576	2.130557267550422e-89	True
PBX1_HUMAN.H11MO.1.C ,PBX1	44447.0	2.5051613412621647e-88	0.1506763357121537	-0.00023930965000000005	-19.924398505040614	-0.698484519577782	6.243021120288252e-88	True
FOSL1::JUN_MA1128.1 ,FOSL1,JUN	45125.0	3.4159853194106605e-87	0.15302010691124196	-0.00013597315	-19.793165110783843	-0.693885165386807	8.445821970826356e-87	True
GRHL2_MA1105.1 ,GRHL2	45231.0	5.12632931556026e-87	0.1533830353024177	-0.0001669816	-19.772698148957048	-0.6931660923127018	1.2575526602233762e-86	True
PBX1_M01357 ,PBX1	45347.0	8.004911673772195e-87	0.15375613925596288	-0.00024592160000000006	-19.750203087599225	-0.6923791821561338	1.9484823764065652e-86	True
FOSL2::JUNB_MA1138.1 ,FOSL2,JUNB	45353.0	8.191055881871832e-87	0.15379684150544054	-0.00019476695000000002	-19.74904209708053	-0.6923384799066562	1.9784550360828884e-86	True
VDR_HUMAN.H11MO.1.A ,VDR	249361.5	1.24480595665091e-86	0.8457656093126746	0.00023906315000000002	19.727892637203304	0.691595663853689	2.9837333617434023e-86	True
RARG_HUMAN.H11MO.2.D ,RARG	249119.5	3.1426901954367418e-86	0.8449685235937373	0.00025198325	19.68101302973074	0.6899540064580902	7.475793343690432e-86	True
Hes1_MA1099.1 ,HES1	248121.0	7.396905462546643e-86	0.834725124141861	7.203812499999999e-05	19.637584505833278	0.6831804737741839	1.7463370791275532e-85	True
TCF4_M01705 ,TCF4	45934.5	7.54903046896711e-86	0.1557709006051068	-0.00014906785	-19.636549742310265	-0.6883937535614468	1.7689519158624423e-85	True
SOX9_MA0077.1 ,SOX9	46018.5	1.0369434526008082e-85	0.15585908881230837	-0.00013456850000000004	-19.620418731535956	-0.6878239220687596	2.4118536601233612e-85	True
FRA1_M01267 ,FOSL1	46383.0	4.155350640094545e-85	0.1573040186687651	-0.0001684536999999999	-19.54972533438495	-0.6853512604129921	9.593971330806523e-85	True
Otx1_DBD_1 ,OTX1	46679.0	1.2263186676177559e-84	0.15687664504924972	-0.00011624818	-19.494434473831245	-0.6833432827720946	2.8106865812552946e-84	True
JUND_MA0491.1 ,JUND	47263.0	1.153037309797378e-83	0.16026849917238759	-0.0001266528	-19.37944239340556	-0.6793815971562696	2.6235776469302658e-83	True
ATF2_HUMAN.H11MO.1.B ,ATF2	47322.5	1.4410734753519167e-83	0.16043130817029821	-0.00013882660000000003	-19.36796289463139	-0.6789779665156161	3.2553746133849052e-83	True
STAT1_M01260 ,STAT1	48086.0	2.5138068400324905e-82	0.1630973055110846	-0.00022319639999999997	-19.220177059225836	-0.6737986052695846	5.638109626930015e-82	True
RORA(var.2)_MA0072.1 ,RORA	48587.5	1.6221300633697807e-81	0.16471861178194447	-0.00013631995	-19.123184816911895	-0.6703965755840773	3.61240311984476e-81	True
JUN_HUMAN.H11MO.0.A ,JUN	48668.0	2.1884450308796527e-81	0.165051013486012	-0.0001510163	-19.107561802906876	-0.6698504870702521	4.839237603494443e-81	True
SOX9_HUMAN.H11MO.0.B ,SOX9	48864.5	4.531352863524689e-81	0.16571920874827015	-0.0001972478	-19.06953629998887	-0.6685174883998589	9.949963630396868e-81	True
PRDM1_HUMAN.H11MO.0.A ,PRDM1	48997.0	7.396708332335349e-81	0.16619067647138633	-0.00038236910000000006	-19.043892913857288	-0.6676186470572274	1.6128933446897913e-80	True
FOSL2::JUND_MA1144.1 ,FOSL2,JUND	49363.0	2.851956895441318e-80	0.16739139283097712	-0.00018257425	-18.973089938172556	-0.6651358098390905	6.175961828748785e-80	True
SMAD2::SMAD3::SMAD4_MA0513.1 ,SMAD2,SMAD3,SMAD4	245248.0	6.24364623162144e-80	0.8318386562830706	0.00020420185000000006	18.931860522966264	0.6636908799826337	1.3428115868007755e-79	True
FOSB::JUNB_MA1135.1 ,FOSB,JUNB	49828.0	1.573607351236099e-79	0.16897199685235936	-0.00016539784999999998	-18.883105660492276	-0.6619813855045722	3.3613109407356127e-79	True
FOS_HUMAN.H11MO.0.A ,FOS	50184.5	5.798201424623354e-79	0.1702100236073047	-0.00014298780000000005	-18.814106214330806	-0.6595629935147749	1.23015895089982e-78	True
FOS::JUN_MA0099.3 ,FOS,JUN	50289.5	8.503474188959877e-79	0.17053903345724908	-0.00015561700000000004	-18.793799043505174	-0.658850704148916	1.7920073123042962e-78	True
FOS::JUND_MA1141.1 ,FOS,JUND	50958.0	9.655434833485831e-78	0.17282175128212085	-0.00012461155000000003	-18.664440283497694	-0.6543157951862806	2.0212043584763675e-77	True
FOS::JUNB_MA1134.1 ,FOS,JUNB	51126.0	1.7732949866927056e-77	0.17337462350419233	-0.00018136185000000002	-18.631934526667102	-0.6531761322009063	3.687514078288143e-77	True
CEBPG_HUMAN.H11MO.0.B ,CEBPG	51376.0	4.374342896239653e-77	0.1742395463055925	-0.0001396271	-18.583549497797595	-0.6514802051393374	9.036471509337178e-77	True
FOSL2::JUN_MA1130.1 ,FOSL2,JUN	51968.0	3.6745811269028804e-76	0.17623056467587442	-0.00015985774999999997	-18.469002379665266	-0.6474642498575421	7.541297214689572e-76	True
ZBTB7B_MA0694.1 ,ZBTB7B	242373.5	1.7299175890320472e-75	0.821910699264646	8.4499015e-05	18.38517448043635	0.644191110628714	3.5272345646497586e-75	True
ZBTB7B_full ,ZBTB7B	242073.5	5.039840765343558e-75	0.8208931430277047	8.384809e-05	18.327092496220317	0.6421559981548314	1.0209741937534692e-74	True
Sox6_MA0515.1 ,SOX6	53001.5	1.4636639242978153e-74	0.17976487667218408	-0.00018897455000000004	-18.268998653440985	-0.6404532873850162	2.946092770702013e-74	True
SMAD4_HUMAN.H11MO.0.B ,SMAD4	241721.5	2.0931048406520164e-74	0.8198823704990096	0.00018571060000000005	18.249466387257407	0.6397681328521423	4.186209681304033e-74	True
STAT1_MA0137.3 ,STAT1	53617.5	1.2909875815004395e-73	0.181854258812037	-0.00017142845	-18.149798997078502	-0.6362745231053103	2.5656335480451773e-73	True
SOX15_HUMAN.H11MO.0.D ,SOX15	53723.0	1.8498937388791894e-73	0.18154560008683146	-0.0001151387	-18.130028275865016	-0.6355588418853282	3.6532492704909775e-73	True
OTX1_DBD_1 ,OTX1	53807.5	2.4062426956787783e-73	0.18062979947358423	-8.779049e-05	-18.115563282589353	-0.6349856185385179	4.722251290269603e-73	True
MYC_HUMAN.H11MO.0.A ,MYC	240004.0	8.272575193107015e-72	0.8137024122866524	0.00011717665000000001	17.919828729477807	0.6281171139391637	1.6134090749289458e-71	True
ETS1_full_2 ,ETS1	239859.5	9.709225379543e-72	0.8128340976311291	7.025688499999997e-05	17.910918206557785	0.6271368680975768	1.881911585911421e-71	True
JUNB_MA0490.1 ,JUNB	55761.0	2.2536241647479328e-70	0.1890992592190595	-0.00016503009999999996	-17.73503034008799	-0.6217336444794183	4.34133734804203e-70	True
JUN::JUNB_MA1132.1 ,JUN,JUNB	56771.0	7.152853523460499e-69	0.19255895042466015	-0.00012396580000000003	-17.539577275871956	-0.6148820991506797	1.369509759979632e-68	True
GRHL1_MA0647.1 ,GRHL1	57964.0	3.957853616493044e-67	0.19561161913548422	-8.616513999999998e-05	-17.310042846737808	-0.6067891352128728	7.531915367144338e-67	True
LBP9_M01592 ,TFCP2L1	235934.5	8.632511601524241e-66	0.8000332401704068	0.00012422235000000002	17.131645954161062	0.6005108132309446	1.6328967728184408e-65	True
Rarg(var.2)_MA0860.1 ,RARG	235482.5	3.999222262650467e-65	0.7986357962716739	0.00014073215000000002	17.042223234532074	0.597444577103628	7.519495751330819e-65	True
GRHL1_full ,GRHL1	59527.5	7.214748109215832e-65	0.20079098038151574	-8.381223999999999e-05	-17.007684778404926	-0.5961828073698207	1.3484707775558162e-64	True
ATF4_HUMAN.H11MO.0.A ,ATF4	59559.5	8.224985523266721e-65	0.20197473747049086	-0.00011417104999999998	-17.000004073574033	-0.5959657287059398	1.5281925765122785e-64	True
ESRRA_MA0592.1 ,ESRRA	234752.5	4.43279193424415e-64	0.7961800938865221	0.00012045329999999999	16.900971807043902	0.5924924700838466	8.187627455015666e-64	True
RARG_DBD_3 ,RARG	234375.5	1.5233026031501928e-63	0.7948708381949909	0.00016572184999999999	16.828028768447734	0.5899350120750007	2.7971755402874884e-63	True
JUNB_HUMAN.H11MO.0.A ,JUNB	61192.5	1.7164637700099734e-62	0.20755433750305266	-0.00012608989999999997	-16.683993978233932	-0.5848879331397715	3.133544324320533e-62	True
CEBPG_M01869 ,CEBPG	61921.0	1.8002133977273218e-61	0.20998629690934253	-0.0001122326	-16.543035639062957	-0.5799460016823597	3.267439346164041e-61	True
ATF4_DBD ,ATF4	62033.0	2.5690538207172195e-61	0.21020337557322336	-9.14431e-05	-16.52160202453369	-0.5791862263587768	4.636108618995442e-61	True
OVOL1_HUMAN.H11MO.0.C ,OVOL1	62045.5	2.657643402435756e-61	0.20972173228773777	-7.8688885e-05	-16.51955733788348	-0.5791014300056984	4.768571590656156e-61	True
FOSL1_MA0477.1 ,FOSL1	62119.5	3.4042813044582916e-61	0.2106816270045858	-0.00010204110000000001	-16.504616933528613	-0.5785994355954739	6.073547327272179e-61	True
STAT6_HUMAN.H11MO.0.B ,STAT6	63023.0	6.070005033230518e-60	0.2137546468401487	-0.00017101244999999995	-16.32977861017228	-0.5724703551949638	1.0768257516578433e-59	True
ETS1_HUMAN.H11MO.0.A ,ETS1	231024.5	7.044995526042347e-59	0.7835997069438038	0.00014488035000000002	16.17952115613399	0.5672028057417307	1.2427688736951107e-58	True
Otx1_DBD_2 ,OTX1	63980.0	1.226763614167047e-58	0.21634941524434917	-7.1051365e-05	-16.145333782001533	-0.5659783464032779	2.1519763958014123e-58	True
PBX1_MA0070.1 ,PBX1	65191.5	5.390200244648564e-57	0.2209284183105853	-0.00013755859999999996	-15.910226118756572	-0.5577598838629149	9.402904871220272e-57	True
STAT3_MA0144.2 ,STAT3	65282.0	7.136273102806351e-57	0.22142362901256343	-0.00015563424999999996	-15.892648274823758	-0.5571459582666268	1.238005389105632e-56	True
JUND_HUMAN.H11MO.0.A ,JUND	66303.0	1.6368718091207388e-55	0.22487992836404092	-0.00011165495000000004	-15.69507948819169	-0.5502197921471793	2.8240535607907254e-55	True
ATF4_MA0833.1 ,ATF4	66742.0	6.192920522196809e-55	0.22616204922258704	-8.310969999999999e-05	-15.610413057768971	-0.5472417442270643	1.0626104065408733e-54	True
STAT1_MA0137.2 ,STAT1	67484.5	5.852826231920633e-54	0.22888570808346675	-0.0001226038	-15.466452129756762	-0.5422048408542045	9.987975200125428e-54	True
E2F1_DBD_1 ,E2F1	225366.5	5.142981041984638e-53	0.74901636230429	4.7006290000000004e-05	15.325882842189056	0.5288205844843025	8.729167822611765e-53	True
SOX9_HUMAN.H11MO.1.B ,SOX9	68996.0	5.267390044067998e-52	0.23401079966352806	-0.00010992440000000004	-15.173970771350382	-0.5319512658399588	8.89226061202877e-52	True
MAX::MYC_MA0059.1 ,MAX,MYC	225340.0	2.0384935523136182e-51	0.7636895232409845	8.491355000000002e-05	15.084910438916332	0.5286408162157762	3.422925002280621e-51	True
JUN::FOS_MA0099.1 ,JUN,FOS	69683.0	3.9576948954726496e-51	0.23630369305076926	-0.00010864529999999998	-15.041056631886814	-0.5272908582747673	6.610192538183042e-51	True
Atf4_DBD ,ATF4	70432.5	3.4819210851453164e-50	0.23858301902151793	-7.749390000000002e-05	-14.89642566429343	-0.5222064689441837	5.784778945691161e-50	True
Rarg_DBD_3 ,RARG	222554.5	6.7144193880599e-48	0.7548198247089789	0.00013150109999999994	14.540552440000802	0.5097447968957751	1.1096461515004255e-47	True
E2F1_DBD_2 ,E2F1	219961.0	4.559757770289562e-47	0.7188288606083629	3.3046710000000004e-05	14.408835805074261	0.492151249559059	7.496146282046715e-47	True
E2F1_MA0024.3 ,E2F1	219884.5	5.680952098490333e-47	0.718041950451795	3.3087065e-05	14.39364226775344	0.4916322958782189	9.290723744406066e-47	True
GKLF_M01835 ,KLF4	221267.0	2.4788005164906363e-46	0.7505053862643476	0.00010185534999999996	14.291385572859117	0.5010107725286951	4.032867161544351e-46	True
SMAD4_M01889 ,SMAD4	220222.5	4.379025400027543e-45	0.7467913059995116	7.667144999999996e-05	14.090041756157337	0.4939251892654601	7.087700905199219e-45	True
EHF_MA0598.1 ,EHF	219742.5	1.6422057483704731e-44	0.7453226331641929	0.00011489130000000004	13.996387611233136	0.4906690093072477	2.64437233327348e-44	True
STAT3_HUMAN.H11MO.0.A ,STAT3	75943.5	1.6921711919484877e-43	0.25757740211109	-0.00010713779999999999	-13.829586259048442	-0.484821452798958	2.7109273177133936e-43	True
RARG_DBD_2 ,RARG	218432.5	5.606619197044311e-43	0.7408318183051583	8.164580000000004e-05	13.743143031607998	0.4817823515046265	8.936438720161999e-43	True
RORA_M01138 ,RORA	77124.0	3.942064620415783e-42	0.261440723957344	-8.366999999999999e-05	-13.601242984353346	-0.4768132852142295	6.251557024295736e-42	True
SOX9_M01284 ,SOX9	77550.0	1.214303701952806e-41	0.2630247198328494	-0.00011085865000000003	-13.518717954468526	-0.47392342550131605	1.916036997051161e-41	True
RORA_DBD_1 ,RORA	216598.0	7.110231717515929e-41	0.7345670637397227	8.944650000000003e-05	13.388061725025125	0.46933763872683365	1.1163063796500008e-40	True
STAT1_HUMAN.H11MO.0.A ,STAT1	78587.5	1.8226019879529616e-40	0.2665420725585434	-0.00011897810000000003	-13.317955484191524	-0.46688532819580497	2.8472488767026368e-40	True
TP63_DBD ,TP63	80116.0	9.100543172100104e-39	0.2712635334979513	-6.722195000000002e-05	-13.022707394934391	-0.4565164301413725	1.414638889128432e-38	True
XBP1_M01770 ,XBP1	214041.0	1.8436617298092555e-38	0.7179775052234554	3.6676504999999994e-05	12.96869766765127	0.45199169674110656	2.851772330837962e-38	True
Myc_MA0147.2 ,MYC	214183.5	3.4294161227670854e-38	0.7263452093452365	9.225760000000001e-05	12.921033295447339	0.45295837516620086	5.278611090925808e-38	True
RARG_full_3 ,RARG	213134.0	4.7256970512493164e-37	0.722888909993759	0.00011399520000000005	12.717625647581537	0.44583887336173444	7.238384751669685e-37	True
TP63_MA0525.1 ,TP63	212842.0	9.719497432036928e-37	0.7218917048815564	8.562315000000011e-05	12.661143258222001	0.44385803055382195	1.4815156279900948e-36	True
Ets1_MA0098.2 ,ETS1	212347.0	3.27979745071078e-36	0.7202432637777114	0.00013170489999999994	12.56531235407072	0.44050009497191545	4.975151688517802e-36	True
IRX2_HUMAN.H11MO.0.D ,IRX2	212124.0	5.654106946768761e-36	0.7194767047458823	9.846195000000004e-05	12.522166733188158	0.43898732803299595	8.535526833102841e-36	True
